n	d.het	sd.het	meand	meand.tval	meand.all	over	over.tval	over.all
20	0	0	0.769283415736703	0.769283415736703	0.00282950908518039	Inf	Inf	Inf
100	0	0	0.355918010444164	0.355918010444164	0.00392319344690715	Inf	Inf	Inf
200	0	0	0.230570818788875	0.230570818788875	-0.00539880426145229	Inf	Inf	-Inf
300	0	0	0.196527526431469	0.196527526431469	-0.00212055828581667	Inf	Inf	-Inf
400	0	0	0.165490072883963	0.165490072883963	-0.00146755297807823	Inf	Inf	-Inf
20	0.5	0	0.871679361356671	0.871679361356671	0.526104323662932	1.74335872271334	1.74335872271334	1.05220864732586
100	0.5	0	0.524890240529682	0.524890240529682	0.506865646789441	1.04978048105936	1.04978048105936	1.01373129357888
200	0.5	0	0.505144511058542	0.505144511058542	0.505144511058542	1.01028902211708	1.01028902211708	1.01028902211708
300	0.5	0	0.499034554312284	0.499034554312284	0.499034554312284	0.998069108624569	0.998069108624569	0.998069108624569
400	0.5	0	0.5039162127673	0.5039162127673	0.5039162127673	1.0078324255346	1.0078324255346	1.0078324255346
20	0	0.2	0.918577189723226	0.796512667751876	0.0073691647394558	Inf	Inf	Inf
100	0	0.2	0.590375753252012	0.400999730407777	-0.000704599143271432	Inf	Inf	-Inf
200	0	0.2	0.517962703938753	0.325270825770232	-0.000964578014095945	Inf	Inf	-Inf
300	0	0.2	0.550540562319911	0.291304227283701	0.00142064353396382	Inf	Inf	Inf
400	0	0.2	0.518350386284665	0.273095411085554	0.00200806211126532	Inf	Inf	Inf
20	0.5	0.2	1.00211957754992	0.917016957731225	0.523974191694685	2.00423915509984	1.83403391546245	1.04794838338937
100	0.5	0.2	0.682163112118049	0.571401445717493	0.494901564786549	1.3643262242361	1.14280289143499	0.989803129573098
200	0.5	0.2	0.631825945003607	0.535166832008438	0.496201568930902	1.26365189000721	1.07033366401688	0.992403137861804
300	0.5	0.2	0.622712334356712	0.52104366043991	0.497404378136045	1.24542466871342	1.04208732087982	0.994808756272091
400	0.5	0.2	0.621364634717226	0.514568645470465	0.490376994099412	1.24272926943445	1.02913729094093	0.980753988198823
20	0	0.4	1.22760792311488	0.903408860509108	0.0147785064273918	Inf	Inf	Inf
100	0	0.4	1.00025670798534	0.555160758741977	-0.00925842256486689	Inf	Inf	-Inf
200	0	0.4	0.959401630187768	0.465246718765673	0.00409259100587667	Inf	Inf	Inf
300	0	0.4	0.936933659223115	0.426179362371995	0.0156925676427589	Inf	Inf	Inf
400	0	0.4	0.966752817221717	0.410231089281396	0.00544905607040916	Inf	Inf	Inf
20	0.5	0.4	1.34915359594761	1.03592485650334	0.525127636977359	2.69830719189521	2.07184971300668	1.05025527395472
100	0.5	0.4	1.10900507621465	0.723422100276845	0.507913876013078	2.21801015242931	1.44684420055369	1.01582775202616
200	0.5	0.4	1.07684087249761	0.673585790013153	0.509462153594983	2.15368174499522	1.34717158002631	1.01892430718997
300	0.5	0.4	1.03655737244173	0.640355005922575	0.490675646865331	2.07311474488346	1.28071001184515	0.981351293730663
400	0.5	0.4	1.03607445734221	0.628107930797588	0.510725153107327	2.07214891468441	1.25621586159518	1.02145030621465
